-4.2127660092534835, 25.909747291797316
-4.143617299737476, 25.8808664527154
-4.08510672835656, 25.844765369434324
-4, 25.86281591107486
-3.9202131523489006, 25.88808655919985
-3.861702175149027, 25.916967535996474
-3.803191197949154, 25.94584837507839
-3.734042894252102, 25.981949458359463
-3.64361669100904, 26.021660594882764
-3.5851065254470806, 26.05415162492161
-3.505319271977024, 26.075812219804373
-3.4308506817555564, 26.101083005644064
-3.356382903172003, 26.1191335472846
-3.2819151245884495, 26.144404333124292
-3.1968083962318907, 26.169675118963987
-3.10106352974024, 26.194945767088974
-3.026595751156686, 26.198555958045905
-2.941489022800126, 26.20216601128813
-2.8670212442165726, 26.205776202245058
-2.797872128881608, 26.209386255487285
